title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Hamlet,1996-12-25,242,0,0,9.814785,7.3,117
Anything Else,2003-08-27,108,0,0,8.945081,6.2,149
The Railway Man,2013-12-26,116,18000000,22309223,13.916583,6.7,273
The White Ribbon,2009-05-21,144,15238800,0,17.94739,7.2,255
The Wraith,1986-11-21,93,2700000,3500000,10.47644,5.9,108
Metallica: Through the Never,2013-09-25,93,18000000,7972967,,6.7,83
Carlos,2010-05-19,338,18000000,871279,1.138383,6.7,50
I Am Wrath,2016-04-14,92,18000000,0,10.144222,4.5,179
Renaissance,2006-03-16,105,18000000,1831348,9.244181,6.7,77
Red Lights,2012-03-02,119,14000000,13551174,22.748174,6,376
Madea Goes to Jail,2009-02-16,103,0,90508336,3.107371,6.4,52
Hitman,2007-11-21,89,24000000,99965753,42.669304,5.9,966
Black Nativity,2013-11-27,93,17500000,7018189,7.180403,5.8,16
City of Ghosts,2002-01-01,116,0,0,2.64486,5.4,18
The Others,2001-08-02,101,0,0,25.881355,7.4,1660
Aliens,1986-07-18,137,18500000,183316455,67.66094,7.7,3220
Let's Be Cops,2014-08-13,104,17000000,136621271,70.668923,6.4,1219
Sideways,2004-10-22,126,16000000,109502303,23.425431,6.9,478
Beerfest,2006-08-25,110,17500000,19179969,14.304444,5.8,172
Good Boy!,2003-10-10,87,17000000,0,3.56033,4.7,30
The Best Man Holiday,2013-11-15,123,17000000,71625195,7.210095,6.7,110
Smokin' Aces,2006-12-09,109,17000000,57103895,23.491962,6.4,534
A Night at the Roxbury,1998-10-01,81,17000000,30331165,12.709227,5.9,198
The Hills Have Eyes,2006-03-10,107,15000000,69623713,35.107857,6.1,705
Dickie Roberts: Former Child Star,2003-09-05,98,0,0,10.149569,5.1,64
ATL,2006-03-31,105,20000000,21170563,5.422285,6,32
Summer Catch,2001-08-22,108,34000000,19693891,3.960098,4.8,63
A Simple Plan,1998-12-11,121,0,0,10.178917,6.9,187
They,2002-11-01,89,17000000,0,4.544216,4.6,74
Larry the Cable Guy: Health Inspector,2006-03-24,89,0,0,2.184708,3.3,17
The Adventures of Elmo in Grouchland,1999-10-01,73,0,0,3.09159,6.3,14
55 Days at Peking,1963-05-06,154,17000000,10000000,3.321095,6.3,36
American Dreamz,2006-03-04,107,17000000,7314027,7.864011,4.9,95
Superman IV: The Quest for Peace,1987-07-23,90,17000000,19300000,17.062117,4.1,318
Bobby Jones: Stroke of Genius,2004-04-30,120,0,0,2.897449,5.5,19
Shanghai Surprise,1986-08-29,97,17000000,0,0.138564,2.9,15
The Illusionist,2006-08-18,110,40000000,86915017,36.960953,7.1,1615
Roar,1981-11-12,102,17000000,2000000,1.15641,5.6,19
Southland Tales,2006-05-15,144,17000000,374743,9.349386,5.2,153
Dragon Hunters,2008-03-19,80,15000000,0,8.884405,6.5,129
Damnation Alley,1977-09-10,91,17000000,8720000,2.215261,5,27
My Girl,1991-11-27,102,16500000,0,20.935169,7,428
Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,122,16800000,2281089,4.358255,5.8,73
Sense and Sensibility,1995-12-13,136,16500000,135000000,,7.2,352
Becoming Jane,2007-03-02,120,16500000,37311672,18.236284,6.9,317
Sydney White,2007-09-21,108,16500000,13620075,10.74648,6,236
Dead Poets Society,1989-06-02,129,16400000,235860116,55.458584,8.1,2705
Dumb and Dumber,1994-12-16,107,16000000,247275374,35.777067,6.5,1859
The Verdict,1982-12-08,129,16000000,53977250,7.980632,7.4,131
Road Trip,2000-05-19,93,16000000,119754278,14.759948,5.9,542
The Artist,2011-05-15,100,15000000,133432856,29.943316,7.3,1049
The Unborn,2009-01-09,87,16000000,76514050,15.788784,4.8,365
The Young Messiah,2016-03-10,120,18500000,6490401,1.884558,6.4,30
Pan's Labyrinth,2006-05-27,118,19000000,83258226,90.809408,7.6,3041
See Spot Run,2001-03-02,94,0,0,6.579017,4.8,44
The Roommate,2011-02-04,91,16000000,40492759,11.807269,5.3,224
Joe Dirt,2001-04-10,91,17700000,30987695,15.976335,5.5,242
Double Impact,1991-08-10,110,15000000,30102717,10.484642,5.3,215
Hot Fuzz,2007-02-14,121,12000000,80573774,38.623178,7.4,2199
The Women,2008-09-12,114,16000000,50007546,8.8321,4.6,96
Vicky Cristina Barcelona,2008-08-15,96,15000000,96408652,32.758254,6.7,1020
White Oleander,2002-10-11,109,0,0,9.423866,7.2,108
Jennifer's Body,2009-09-18,100,16000000,31556061,32.257414,5.3,837
Remember Me,2010-03-12,113,20000000,0,36.764666,6.9,948
Philadelphia,1993-12-22,125,26000000,206678440,44.301745,7.6,988
The Thirteenth Floor,1999-04-16,100,16000000,18564088,19.890428,6.8,378
The Cookout,2004-09-03,97,16000000,12,0.830596,4.6,10
Meteor,1979-10-19,107,0,0,2.637355,5.1,36
Duets,2000-09-09,112,0,0,2.25453,5.5,34
Hollywood Ending,2002-05-03,112,16000000,0,8.711782,6.4,113
Highlander,1986-03-07,116,16000000,5900000,29.253833,6.8,624
Things We Lost in the Fire,2007-09-26,113,16000000,2849142,8.842869,6.7,90
Trance,2013-03-27,101,20000000,24261569,38.802415,6.5,956
Soul Plane,2004-05-28,86,16000000,14822346,9.400404,4.7,108
Good,2008-12-11,96,0,0,2.397987,6.3,29
Vamps,2012-08-25,93,16000000,0,7.251897,4.8,91
Zulu,2013-12-04,110,16000000,0,14.529496,6.7,172
Juwanna Mann,2002-06-21,91,15600000,0,2.244947,4.2,20
Madison,2001-01-23,99,0,0,0.212108,5.3,3
Wasabi,2001-10-31,94,15300000,0,18.20957,6.2,283
Slither,2006-03-31,95,15500000,0,17.327279,6.3,317
Home Alone,1990-11-09,103,18000000,476684675,,7.1,2414
Three Men and a Baby,1987-11-27,102,0,0,12.335827,5.8,253
"Crouching Tiger, Hidden Dragon",2000-10-01,120,17000000,213525736,45.742254,7.2,927
American Beauty,1999-09-15,122,15000000,356296601,80.878605,7.9,3313
Twins,1988-12-09,107,15000000,216614388,17.638286,5.7,559
The Yellow Handkerchief,2008-12-17,102,15000000,317000,3.803495,6.4,52
Private Benjamin,1980-10-06,109,0,0,12.18838,6,102
Beetlejuice,1988-02-29,92,15000000,73326666,58.553213,7.1,1444
Why Did I Get Married?,2007-10-12,113,15000000,55184721,2.005111,6.1,33
Big Fat Liar,2002-02-08,88,15000000,52970014,9.125594,5.6,197
Wag the Dog,1997-12-25,97,15000000,64256513,13.581966,6.7,270
Snitch,2013-02-21,112,35000000,42930462,30.556135,5.8,1138
Krampus,2015-11-26,98,15000000,61548707,31.565117,5.9,584
What's Love Got to Do with It,1993-06-09,118,0,0,7.921311,6.9,72
Cop Land,1997-08-15,104,15000000,44862187,19.284129,6.6,382
Not Another Teen Movie,2001-12-07,89,16000000,66468332,23.423082,5.5,431
End of Watch,2012-09-20,109,7000000,48126384,49.517264,7.2,1170
The Theory of Everything,2014-11-26,123,15000000,123726688,61.182331,7.8,3311
Lawrence of Arabia,1962-12-10,216,15000000,69995385,41.286336,7.8,851
Wild,2014-12-05,115,15000000,52501541,42.952942,7,951
The Last House on the Left,2009-03-13,110,15000000,32721635,19.760383,6.2,440
The Wedding Date,2005-02-04,88,15000000,47175038,10.194097,6.2,230
Drive,2011-08-06,100,15000000,78054825,49.294864,7.4,3725
Confessions of a Teenage Drama Queen,2004-02-17,89,15000000,29331068,7.424798,5.1,221
28 Weeks Later,2007-04-26,100,15000000,64238440,34.759855,6.5,1197
When the Game Stands Tall,2014-08-22,115,15000000,30127963,7.297757,6.3,130
Because of Winn-Dixie,2005-02-18,106,14000000,32645546,3.334804,6.1,61
Love & Basketball,2000-04-21,124,20000000,27728118,2.027393,7.4,88
Grosse Pointe Blank,1997-04-11,107,0,28084357,13.817269,6.9,275
All About Steve,2009-09-04,99,15000000,40105542,13.237835,4.7,295
Book of Shadows: Blair Witch 2,2000-10-27,90,0,0,3.890223,4.3,212
The Craft,1996-05-03,101,15000000,24769466,19.517239,6.3,380
Match Point,2005-10-26,124,15000000,85306374,30.669913,7.3,1105
Ramona and Beezus,2010-07-23,103,0,0,9.681147,6.1,245
The Remains of the Day,1993-11-05,134,11500000,23237911,15.355589,7.5,202
Boogie Nights,1997-09-11,155,15000000,43101594,19.85579,7.5,796
Nowhere to Run,1993-01-15,94,0,0,11.689337,5.5,119
The Hills Have Eyes 2,2007-03-22,89,15000000,0,17.141376,5.2,351
Urban Legends: Final Cut,2000-09-19,97,14000000,38574362,,4.4,100
Tuck Everlasting,2002-10-11,90,0,0,4.115398,6.4,128
The Marine,2006-10-13,92,20000000,22165608,7.679336,5,163
Country Strong,2010-12-22,117,15000000,20529194,7.809701,5.9,80
The Place Beyond the Pines,2013-03-20,140,15000000,35485608,35.395129,6.8,1653
Firestarter,1984-05-11,114,15000000,17080167,11.379652,5.9,173
A Most Wanted Man,2014-07-25,121,15000000,31554855,26.708193,6.5,541
Freddy Got Fingered,2001-04-18,87,0,0,8.710294,4.6,115
Highlander: Endgame,2000-09-01,87,25000000,15843608,11.782725,4.4,104
Idlewild,2006-08-25,121,0,0,2.711955,5.1,17
One Day,2011-03-02,107,15000000,59389433,16.629173,7,978
Whip It,2009-09-13,111,15000000,16633035,20.05902,6.7,357
Confidence,2003-04-25,97,0,0,9.87419,6.4,126
New York Stories,1989-03-10,124,15000000,0,6.684096,6.2,64
Home Fries,1998-11-25,93,15000000,10443316,3.033471,4.8,32
Here On Earth,2000-03-23,96,0,0,3.313257,5.4,48
Brazil,1985-02-20,132,15000000,0,41.089863,7.5,861
A Mighty Heart,2007-01-01,100,16000000,18928871,9.717392,6.7,95
The Importance of Being Earnest,2002-05-17,97,0,0,7.250379,6.7,127
The Love Letter,1998-02-01,98,0,0,0.116873,4.7,3
Peeples,2013-05-09,95,15,0,5.112809,5.6,26
Post Grad,2009-08-21,89,15000000,6405245,7.446069,5,100
Whatever Works,2009-06-19,92,15000000,35097815,21.857387,6.8,350
Jakob the Liar,1999-09-16,120,0,0,8.962245,6,90
Kiss Kiss Bang Bang,2005-09-05,103,15000000,15785148,32.690038,7.2,886
Idle Hands,1999-04-30,92,25000000,4152230,8.583217,6.1,182
The Clan of the Cave Bear,1986-01-17,98,15000000,0,5.484679,4.8,27
Listening,2015-09-11,100,0,0,2.414721,5.5,31
Felicia's Journey,1999-11-24,116,0,0,0.470645,6.6,23
District B13,2004-11-09,84,12000000,9584131,17.493735,6.5,565
Things to Do in Denver When You're Dead,1995-12-01,116,8000000,529766,6.932221,6.7,85
Buffalo Soldiers,2001-09-08,98,15000000,0,6.329672,6.5,93
The Return,2003-06-25,105,0,0,7.744166,7.4,100
Ong Bak 2,2008-12-04,98,8500000,8936663,9.029489,6,152
Centurion,2010-02-15,97,12000000,6814789,22.708647,5.9,386
The Midnight Meat Train,2008-08-07,98,15000000,3533227,19.913961,6,290
Winnie Mandela,2011-09-16,107,15000000,0,1.897761,5.2,5
All The Queen's Men,2001-10-14,99,15000000,23000,1.833058,6.1,7
The Good Night,2007-01-25,93,15000000,20380,,5.7,41
Automata,2014-10-09,110,7000000,0,49.808505,5.6,670
Pandaemonium,2001-06-29,124,0,0,0.165367,4.5,2
Groundhog Day,1993-02-11,101,14600000,70906973,52.744331,7.4,2301
Magic Mike XXL,2015-07-01,115,14800000,122513057,29.660993,6.3,706
Romeo + Juliet,1996-10-31,120,14500000,147298761,41.493042,6.7,1374
Slumdog Millionaire,2008-05-12,120,15000000,377910544,59.258969,7.6,2827
Pretty Woman,1990-03-23,119,14000000,463000000,45.473484,7,1746
Crocodile Dundee II,1988-05-19,110,0,239606210,15.474831,5.5,303
Broken Horses,2015-03-15,101,0,0,4.289676,5,10
Born on the Fourth of July,1989-12-20,145,14000000,161001698,25.949277,6.7,395
Cool Runnings,1993-09-30,98,14000000,154864401,22.409117,6.8,491
My Bloody Valentine,2009-01-16,101,15000000,100734718,13.706357,5.3,299
Urban Legend,1998-09-25,99,14000000,72527595,12.159009,5.6,290
The Iron Lady,2011-12-30,105,13000000,114956699,23.3784,6.2,527
Poetic Justice,1993-07-23,109,14000000,27515786,3.650857,6.9,47
All About the Benjamins,2002-03-08,95,14000000,25482931,5.102258,5.8,48
Vampire in Brooklyn,1995-10-27,100,14000000,19800000,6.772615,4.5,111
Exorcist II: The Heretic,1977-06-17,118,14000000,30749142,11.543363,4.5,133
A Perfect Getaway,2009-06-08,98,14000000,22852638,20.792603,6.2,351
Our Family Wedding,2010-03-12,103,14000000,21409028,6.733485,5.7,39
Dead Man on Campus,1998-08-21,96,0,0,7.708227,5.6,49
Tea with Mussolini,1999-03-25,117,12000000,21001563,2.238646,5.8,32
Crooklyn,1994-05-13,115,0,0,1.89218,6.7,31
Head Over Heels,2001-02-02,86,14000000,10424470,4.66723,5.3,73
Fun Size,2012-10-25,87,14000000,11417362,7.487843,5.5,134
The Diving Bell and the Butterfly,2007-05-22,112,14000000,19777647,13.65494,7.4,283
Soul Survivors,2001-09-06,84,0,0,3.231848,4.4,49
Caravans,1978-11-02,127,0,0,0.633004,5.8,1
Mr. Turner,2014-10-31,150,0,5405500,9.242554,6.3,204
Amen.,2002-02-13,132,0,0,5.930533,7.1,75
The Lucky Ones,2008-09-26,113,0,0,8.747922,6.3,55
Stan Helsing,2009-10-27,90,108,0,7.410523,4,97
Flipped,2010-08-06,89,14000000,1755212,24.210698,7.4,418
Clueless,1995-07-19,97,12000000,0,16.051328,6.9,803
Far from Heaven,2002-09-01,107,13500000,29027914,9.982885,6.9,144
Hot Tub Time Machine 2,2015-02-20,93,14000000,12314651,16.618874,5,354
Quills,2000-11-22,124,13500000,7060876,7.261196,6.8,128
The Caveman's Valentine,2001-01-19,105,0,0,,6,27
The Last Godfather,2010-12-29,100,13400000,16700000,0.680753,4.7,7
Justin Bieber: Never Say Never,2011-02-11,105,13000000,98441954,6.735922,4.8,154
Black Swan,2010-12-02,108,13000000,327803731,91.285683,7.3,4430
The Godfather: Part II,1974-12-20,200,13000000,47542841,105.792936,8.3,3338
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,99,7000000,72500000,17.113408,5.8,281
St. Vincent,2014-10-09,102,13000000,54837234,43.791745,7.1,763
10 Things I Hate About You,1999-03-30,97,16000000,53478166,54.550275,7.3,1701
The Butterfly Effect,2004-01-22,113,13000000,96060858,73.307513,7.3,2060
Being John Malkovich,1999-09-30,112,13000000,22863596,27.546914,7.3,1101
Earth to Echo,2014-06-14,89,13000000,45300000,17.371327,5.7,290
Letters from Iwo Jima,2006-12-19,141,19000000,68673228,24.47248,7.2,541
The Astronaut Farmer,2006-10-15,104,13000000,11130889,6.764437,6.2,123
Woo,1998-05-08,84,13000000,8026971,1.750054,5.5,10
54,1998-08-28,106,13000000,16757163,11.880899,5.5,135
Resurrecting the Champ,2007-06-14,112,0,0,4.898437,5.9,60
The Perks of Being a Wallflower,2012-09-20,102,13000000,33400000,43.444135,7.7,2968
Excessive Force,1993-05-14,87,3000000,1200000,1.279106,4.5,10
Infamous,2006-11-16,110,13000000,1151330,3.680896,6.4,60
The Vatican Tapes,2015-07-24,91,13000000,1784763,10.475368,4.6,243
Operation Chromite,2016-07-27,110,0,0,6.116436,5.8,29
The Crocodile Hunter: Collision Course,2002-07-26,90,0,33082548,1.714972,5.3,34
I Love You Phillip Morris,2009-01-18,98,13000000,10652035,19.664699,6.4,503
Quest for Fire,1981-12-15,100,12000000,55260558,6.537986,7.1,109
The Emperor's Club,2002-11-22,108,0,0,6.796079,6.9,96
True Romance,1993-09-09,120,12500000,12281551,35.268557,7.5,749
The Killer Inside Me,2010-02-19,109,13000000,0,11.892615,6,173
Sorority Row,2009-09-09,101,12500000,27206120,8.780512,5.4,177
The Prisoner of Zenda,1937-09-03,101,0,0,4.021389,8.4,11
The Boy in the Striped Pyjamas,2008-05-07,94,12500000,20416563,34.821223,7.7,1451
Dancer in the Dark,2000-05-17,140,12800000,40031879,22.022228,7.6,377
The Funeral,1996-01-26,99,12500000,1227324,2.950618,7.3,31
Solitary Man,2009-09-07,90,15000000,5024782,7.497306,5.8,84
Machete,2010-09-01,105,20000000,31327899,26.396191,6.3,1150
The Land Before Time,1988-11-18,69,12300000,84460846,28.670193,7,640
Tae Guk Gi: The Brotherhood of War,2004-02-05,140,0,15,9.572705,7.4,133
The Exorcist,1973-12-26,122,8000000,441306145,47.584643,7.5,2005
Ernest & Celestine,2012-12-12,78,12516654,8109160,11.103202,7.6,142
The Golden Child,1986-12-12,94,25000000,79817939,,5.6,304
Barbershop,2002-04-01,102,12000000,75781642,10.297189,6.2,137
WarGames,1983-06-03,114,12000000,79567667,23.161754,7,504
Witness,1985-02-08,113,12000000,68706993,19.195399,7,375
Act of Valor,2012-02-24,110,12000000,81272766,21.958055,6.3,417
Step Up,2006-08-11,104,12000000,114194847,45.477802,6.7,1060
Jackie Brown,1997-12-24,154,12000000,39673162,40.631671,7.3,1514
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,107,12000000,43493123,26.219598,6.2,497
Chronicle,2012-02-01,84,15000000,145000000,64.504747,6.6,1935
Time Bandits,1981-07-13,116,5000000,42365581,14.779537,6.6,249
Crossroads,2002-02-15,93,12000000,61141030,6.703319,4.7,158
Project X,2012-03-01,88,12000000,100000000,49.070321,6.5,1564
Quarantine,2008-10-10,89,12000000,40855419,8.083995,5.5,339
The Eye,2008-02-01,98,12000000,56309766,11.135734,5.5,281
Johnson Family Vacation,2004-04-07,97,12000000,31179516,4.623609,4.7,30
How High,2001-12-21,93,12000000,31155435,11.510281,6.3,218
Frida,2002-08-29,123,12000000,56298474,18.422327,7.3,383
Rounders,1998-09-11,121,12000000,22921898,18.422008,6.9,439
Top Five,2014-12-12,102,0,25434291,15.896312,6.3,210
Prophecy,1979-01-01,102,12000000,54000000,8.61659,5.4,25
Stir of Echoes,1999-09-10,99,12000000,21133087,6.044161,6.5,330
The Boys from Brazil,1978-10-05,125,0,0,5.315213,6.6,101
Def Jam's How to Be a Player,1997-08-06,93,0,13960203,1.20245,5.3,8
Rachel Getting Married,2008-10-03,113,0,0,14.345428,6.1,163
The Postman Always Rings Twice,1981-03-20,122,12000000,0,6.803763,6.4,110
Girl with a Pearl Earring,2003-08-31,101,0,31466789,19.944479,6.4,377
Das Boot,1981-09-16,149,14000000,85000000,26.967494,7.9,613
Sorority Boys,2002-03-22,93,12000000,0,3.444542,4.6,47
About Time,2013-08-16,123,0,87100449,74.817641,7.8,2067
Arbitrage,2012-09-14,100,12000000,35485056,16.40512,6.1,294
Project Almanac,2015-01-30,106,12000000,32248241,32.940597,6.4,933
Screwed,2000-05-12,81,0,0,5.359381,4.9,23
Fortress,1992-09-30,95,8000000,6739141,8.708229,5.7,168
Celebrity,1998-09-07,113,0,0,7.594593,6,111
Running with Scissors,2006-10-27,116,12000000,6754898,4.770195,5.8,78
Girl 6,1996-03-22,108,12000000,4939939,2.993939,5.7,16
In the Cut,2003-09-09,119,12000000,23,10.536092,4.6,89
Two Lovers,2008-11-19,110,12000000,3148182,8.290636,6.6,154
Last Orders,2001-09-10,109,0,0,,6,22
The Host,2006-07-27,119,11000000,88489643,27.65527,6.7,537
The Pursuit of D.B. Cooper,1981-11-13,100,0,0,1.379643,6.8,4
The Great Beauty,2013-05-21,142,12400000,8371085,32.523573,7.3,720
The Dangerous Lives of Altar Boys,2002-06-14,104,0,0,2.24888,6.4,53
Stoker,2013-02-28,99,12000000,12077441,27.322212,6.5,882
2046,2004-05-20,129,12000000,19271312,12.664787,6.9,206
Married Life,2007-09-12,90,12000000,0,3.004432,6.1,38
Ondine,2009-09-14,111,12000000,1644755,5.841285,6.5,84
Brother,2000-09-09,114,12000000,15250000,5.327714,6.8,107
The Life Before Her Eyes,2007-09-08,90,8000000,0,9.728143,6.1,88
Fateless,2005-02-10,140,0,0,1.906807,6.5,28
Breakfast of Champions,1999-02-13,110,12000000,0,2.695896,5.2,28
City of Life and Death,2009-04-22,132,12000000,10652498,4.793348,7.6,55
Space Battleship Yamato,2010-12-01,131,12000000,11212294,5.158067,6.3,59
10 Days in a Madhouse,2015-11-20,111,1200000,0,0.489271,4.3,5
A Tale of Three Cities,2015-08-28,130,0,0,0.753362,6.3,5
Star Wars,1977-05-25,121,11000000,775398007,126.393695,8.1,6624
The Fighter,2010-12-17,116,25000000,93617009,31.019381,7.2,1486
My Cousin Vinny,1992-03-13,120,11000000,64088552,,7.3,384
St. Trinian's,2007-12-21,101,0,0,7.377587,5.6,142
Dead Man Walking,1995-12-29,122,11000000,39363635,15.864928,7.3,337
Cruel Intentions,1999-03-05,97,10500000,75902208,23.449703,6.6,827
Saw VI,2009-10-22,90,11000000,68233629,31.900899,6,722
Corky Romano,2001-10-12,86,11000000,23978402,3.495758,4.1,54
Brooklyn,2015-10-20,111,11000000,62076141,39.337949,7.2,1213
Barry Lyndon,1975-12-18,184,11000000,20000000,29.543331,7.7,505
Out Cold,2001-11-21,89,24000000,14782676,4.12064,5.8,53
Tomcats,2001-03-30,95,11000000,23430766,7.063053,4.9,74
Army of Darkness,1992-10-09,81,11000000,0,33.758281,7.3,838
Slackers,2002-02-01,86,14000000,6413915,9.371811,5.4,60
The Visual Bible: The Gospel of John,2003-09-11,125,10000000,4069090,3.208172,8.2,12
The Guru,2002-08-21,91,0,0,4.093288,5.1,75
The Perez Family,1995-05-12,113,11000000,2832826,1.187671,6.6,9
Inside Llewyn Davis,2013-10-06,105,11000000,32935319,36.319205,7.2,834
Return to the Blue Lagoon,1991-08-02,98,11000000,2807854,9.705589,5.1,153
The Molly Maguires,1970-01-27,124,11000000,2200000,1.396985,5.9,16
Copying Beethoven,2006-09-10,104,11000000,0,5.062687,6.2,42
Brighton Rock,2010-09-13,111,0,0,,5.6,35
Kabhi Alvida Naa Kehna,2006-08-11,193,7400000,17000000,3.246903,6.1,42
The Last Days on Mars,2013-08-11,98,0,0,18.764453,5.2,302
2001: A Space Odyssey,1968-04-10,149,10500000,68700000,86.201184,7.9,2998
The Blue Butterfly,2004-02-20,97,0,0,1.985552,6.8,6
September Dawn,2007-05-17,110,11000000,0,3.646848,5,16
For Greater Glory - The True Story of Cristiada,2012-06-01,145,12000000,9622846,5.759545,6.4,35
Misconduct,2016-02-05,106,11000000,0,10.016909,5.3,149
The Purge: Election Year,2016-06-29,105,10000000,118587880,53.727146,6.1,1306
She's All That,1999-01-29,95,10000000,103166989,8.9876,5.7,418
Madea's Family Reunion,2006-02-24,110,6000000,57231524,5.882208,6,77
The Color of Money,1986-10-07,119,13800000,52293982,17.3393,6.7,291
The Grudge,2004-10-22,92,10000000,183474602,35.695442,5.8,865
Happy Gilmore,1996-02-16,92,12000000,41205099,26.598884,6.5,755
Recess: School's Out,2001-01-27,83,10000000,44460850,5.699058,6.6,67
Devil,2010-01-13,80,10000000,33583175,30.934688,5.8,816
Friday After Next,2002-11-22,85,20000000,33526835,7.499639,6,100
Insidious: Chapter 3,2015-06-04,97,10000000,104303851,45.946524,6.2,983
The Banger Sisters,2002-09-20,98,10000000,0,6.015354,5.5,62
Road House,1989-05-19,114,15000000,30050028,,6.3,252
A Low Down Dirty Shame,1994-11-23,100,10000000,29392418,3.290639,6,31
Swimfan,2002-09-06,84,8500000,34411240,4.844451,5,70
Employee of the Month,2006-10-06,103,12000000,38368909,9.559737,5.3,153
The Dead Zone,1983-10-21,103,10000000,20766616,16.78512,6.9,311
Sinister 2,2015-08-19,97,10000000,52882018,26.090495,5.4,581
Valentine,2001-02-01,96,0,0,5.904126,5,114
Sugar Hill,1994-02-25,123,0,0,2.580808,5.2,13
The Second Best Exotic Marigold Hotel,2015-02-26,122,10000000,85978266,17.592299,6.3,272
Kung Pow: Enter the Fist,2002-01-25,81,0,0,8.288813,6.1,159
Tremors,1990-01-19,96,11000000,48572000,32.579697,6.6,864
Mud,2013-05-01,130,10000000,21587700,17.663353,7,1068
My Week with Marilyn,2011-10-17,99,6400000,35057696,21.006078,6.6,406
The Matador,2005-05-12,96,10000000,17297244,5.647538,6.2,136
Love Jones,1997-03-14,104,10000000,0,1.000178,8.1,12
The Gift,2015-07-30,108,5000000,58978653,27.247013,6.7,1049
End of the Spear,2005-12-02,108,0,0,1.83428,6.1,15
Get Over It,2001-03-08,87,10000000,0,11.592129,5.5,75
Drop Dead Gorgeous,1999-07-23,98,10000000,10571408,6.736274,6.4,86
Big Eyes,2014-12-24,105,10000000,28883511,28.570174,6.8,1196
Sleepover,2004-07-09,89,0,0,5.842299,5.3,101
MacGruber,2010-05-21,90,10000000,6110000,14.038512,5.1,179
Dirty Pretty Things,2002-09-05,97,0,0,9.177896,6.8,131
Over Her Dead Body,2008-02-01,95,10000000,0,12.067921,5.3,145
Cedar Rapids,2011-02-11,87,0,6861102,10.254807,5.9,135
Teacher's Pet,2004-01-16,74,10000000,0,1.374409,5.5,2
The Red Violin,1998-09-10,131,18000000,9495408,6.18869,7.3,99
Bad Words,2013-09-06,88,9500000,7800000,14.105392,6.4,334
"Run, Fatboy, Run",2007-09-06,100,10000000,33000000,14.905357,6.2,238
On the Line,2001-10-26,85,0,0,3.084874,4.1,10
Rescue Dawn,2006-09-09,126,10000000,7177143,17.078656,6.9,336
I Am Love,2009-09-05,120,0,0,5.355763,6.9,73
Atlas Shrugged Part II,2012-10-12,112,0,0,4.725357,5.4,41
Romeo Is Bleeding,1993-09-13,100,11500000,3275585,4.850402,5.7,36
Crash,2004-01-13,112,6500000,98410061,28.223163,7.2,1149
Peaceful Warrior,2006-03-30,120,0,0,8.326131,7.3,90
The Forest,2016-01-07,95,10000000,40055439,19.865989,4.8,448
Spider,2002-12-13,98,0,0,6.948401,6.4,168
Nicholas Nickleby,2002-12-27,132,0,0,,6.8,49
Cecil B. Demented,2000-05-17,87,10000000,0,4.176066,6.2,51
Killer Joe,2011-09-10,102,10000000,3665069,16.436178,6.5,425
The Brothers Solomon,2007-09-07,93,0,0,8.312153,4.9,46
"War, Inc.",2008-04-28,106,5000000,1296184,6.265659,5.6,86
The Brown Bunny,2004-08-27,93,10000000,0,3.412162,5.5,62
The Swindle,1997-10-15,105,0,0,0.627964,6.4,5
Rosewater,2014-11-07,103,0,0,5.75555,6.5,98
Imaginary Heroes,2004-09-14,111,10000000,0,2.85283,6.3,29
High Heels and Low Lifes,2001-07-16,86,0,0,1.769593,6.4,12
Severance,2006-05-19,96,0,0,12.898984,6.4,169
Edmond,2005-08-31,82,10000000,0,2.803642,6,50
Blood Done Sign My Name,2010-02-01,0,0,0,0.397341,6,5
"An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-20,86,10000000,45779,0.666218,3,9
Free Style,2008-12-24,94,0,140987,0.122874,5.8,4
Blonde Ambition,2007-12-21,93,10000000,0,3.064563,3.9,29
The Oxford Murders,2008-01-18,107,14100000,0,9.318033,5.7,188
Eulogy,2004-10-15,91,0,0,9.085482,6.4,34
White Noise 2: The Light,2007-01-05,99,0,0,6.814247,5.6,80
Beat the World,2011-06-10,91,10000000,0,2.873796,4.3,16
Fifty Dead Men Walking,2008-09-10,117,0,0,4.481897,6.1,35
Jungle Shuffle,2014-08-07,85,0,0,1.413934,6.5,1
Adam Resurrected,2008-08-08,106,10000000,0,2.574014,6.4,22
It's a Wonderful Afterlife,2010-05-07,99,0,0,1.259968,4.3,9
Good Intentions,2010-03-09,85,0,0,0.304566,5,6
The Lost City,2005-09-03,144,9600000,4386236,3.588529,6,24
Next Friday,2000-01-12,98,11000000,59827328,9.337388,6.4,135
Poltergeist III,1988-06-10,98,10500000,14144000,11.225044,4.5,123
Heavy Metal,1981-08-07,90,9300000,0,12.928269,6.2,148
Into the Grizzly Maze,2015-02-27,94,10000000,0,10.073144,5.1,74
Alien,1979-05-25,117,11000000,104931801,94.184658,7.9,4470
The Texas Chain Saw Massacre,1974-10-01,83,85000,30859000,29.262427,7.2,590
